Cinema,First day of screening,Screening Days,Title (original),IMDB ID
Ударник / Udarnik,19/06/1955,2,Пусть крепнет советско-индийская дружба,Unknown
Новости дня / Novosti dnia,19/06/1955,2,Пусть крепнет советско-индийская дружба,Unknown
Хроника / Khronika,19/06/1955,2,Пусть крепнет советско-индийская дружба,Unknown
Молния / Molniia ,19/06/1955,2,Ревизоры поневоле,175115
Молния / Molniia ,19/06/1955,2,Я ничего не помню,Unknown
Молния / Molniia ,19/06/1955,2,Подпись неразборчива,Unknown: kinopoisk.ru
Молния / Molniia ,19/06/1955,2,Злодейка с наклейкой,6289304
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,19/06/1955,4,Пребывание советской правительственной длегации в Югославии,Unknown
Новости дня / Novosti dnia,19/06/1955,4,Пребывание советской правительственной длегации в Югославии,Unknown
Авангард / Avangard,19/06/1955,4,"Папа, мама, служанка и я",47328
Октябрь / Oktiabr',19/06/1955,2,Крушение Эмирата,170126
Динамо / Dinamo,19/06/1955,2,Крушение Эмирата,170126
Баррикады / Barrikady,19/06/1955,2,Крушение Эмирата,170126
Луч / Luch,19/06/1955,2,Ураган,29030
Метрополь / Metropol',19/06/1955,2,Повесть о лесном великане,210238
Родина / Rodina,19/06/1955,2,Весенние дни,29222
Родина / Rodina,19/06/1955,2,Мастера индийского искусства,Unknown: net-film.ru
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,19/06/1955,1,Новости дня №36 1955 г.,Unknown
Новости дня / Novosti dnia,19/06/1955,1,Новости дня №36 1955 г.,Unknown
